price,name,registered_state,registered_city,condition,year_of_manufacture,color,mileage
3712500,Mazda MPV  Gold,Lagos State,Alimosho,Local Used,2002, Gold,348135
1785000,Honda Accord  Black,Lagos State,Kosofe,Local Used,1998, Black,NA
3675000,Toyota Corolla  Black,Abuja (FCT),Karu,Local Used,2005, Black,299999
14062500,Hyundai Starex  Yellow,Lagos State,Ogba,Local Used,2009, Yellow,126701
2587500,Honda Civic  Silver,Abuja (FCT),Kubwa,Local Used,2001, Silver,255565
5400000,Volvo XC 2007 Green,Lagos State,Abule Egba,Local Used,90, Green,316772
3870000,Hyundai Elantra  Black,Abuja (FCT),Gwarinpa,Local Used,2010, Black,110675
7164000,Toyota Corolla  Black,Lagos State,Abule Egba,Local Used,2009, Black,186936
22500000,Honda Pilot  Gray,Lagos State,Ojodu,Local Used,2015, Gray,183673
4500000,Toyota Camry  Black,Lagos State,Abule Egba,Local Used,2003, Black,152455
1785000,Nissan Almera  Green,Ogun State,Abeokuta North,Local Used,1998, Green,302329
1575000,Nissan Primera  Blue,Lagos State,Yaba,Local Used,2001, Blue,264525
3375000,Honda Odyssey .4 2WD 2007 Blue,Lagos State,Ikorodu,Local Used,2, Blue,301422
5355000,Toyota Camry  Blue,Lagos State,Ikeja,Local Used,2007, Blue,266542
9000000,Kia Optima  Gray,Lagos State,Lekki,Local Used,2009, Gray,249331
16875000,Honda Accord Crosstour  Black,Lagos State,Ogudu,Foreign Used,2013, Black,191401
18450000,Lexus RX  2014 Gray,Lagos State,Lekki,Local Used,350, Gray,62301
7875000,Toyota RAV 2006 Blue,Lagos State,Ilupeju,Local Used,4, Blue,146732
6120000,Toyota Camry  Gray,Lagos State,Ogudu,Local Used,2007, Gray,299141
3375000,Honda Civic  Silver,Abuja (FCT),Kubwa,Local Used,2008, Silver,169687
3150000,Mercedes-Benz C 2005 Blue,Edo State,Benin City,Local Used,180, Blue,293034
2587500,Hyundai Sonata  Black,Lagos State,Kosofe,Local Used,2006, Black,223064
3375000,Hyundai Accent  Silver,Rivers State,Port-Harcourt,Local Used,2010, Silver,NA
4500000,Toyota Sequoia  Burgandy,Lagos State,Ogba,Local Used,2004, Burgandy,263461
15682498,Toyota RAV 2015 Gray,Lagos State,Lekki,Local Used,4, Gray,120864
6300000,Toyota Corolla  Blue,Lagos State,Ajah,Local Used,2008, Blue,206206
5625000,Toyota Previa  Black,Ogun State,Abeokuta North,Local Used,2003, Black,590089
7875000,Nissan Maxima  White,Oyo State,Ibadan,Local Used,2014, White,143996
3937500,Toyota Sequoia  Black,Oyo State,Ibadan,Local Used,2005, Black,264201
3060000,Honda Accord  Gray,Lagos State,Alimosho,Local Used,2006, Gray,217862
3937500,Nissan Pathfinder  Black,Lagos State,Surulere,Local Used,2005, Black,251951
2587500,Honda Element  Black,Lagos State,Ikeja,Local Used,2005, Black,143168
11655000,Toyota Venza  Red,Lagos State,Kosofe,Local Used,2009, Red,212463
3937500,Toyota Avalon  Silver,Oyo State,Ibadan,Local Used,2006, Silver,136540
5377500,Lexus ES  Black,Abia State,Umuahia,Local Used,2005, Black,94801
2874375,Honda Pilot  Black,Lagos State,Lekki,Local Used,2005, Black,239315
6187500,Volkswagen Tiguan  Gray,Lagos State,Kosofe,Local Used,2012, Gray,245577
6454687,Toyota Camry  Silver,Lagos State,Ojodu,Local Used,2007, Silver,410890
5850000,Toyota Camry Hybrid  Gold,Lagos State,Ojodu,Local Used,2009, Gold,118305
4781250,Honda Accord  Blue,Lagos State,Amuwo-Odofin,Local Used,2009, Blue,179858
1350000,Honda Accord  Red,Oyo State,Ibadan,Local Used,1996, Red,156138
5625000,Toyota Previa  Black,Ogun State,Abeokuta North,Local Used,2003, Black,590089
7875000,Nissan Maxima  White,Oyo State,Ibadan,Local Used,2014, White,143996
3937500,Toyota Sequoia  Black,Oyo State,Ibadan,Local Used,2005, Black,264201
3060000,Honda Accord  Gray,Lagos State,Alimosho,Local Used,2006, Gray,217862
3937500,Nissan Pathfinder  Black,Lagos State,Surulere,Local Used,2005, Black,251951
2587500,Honda Element  Black,Lagos State,Ikeja,Local Used,2005, Black,143168
11655000,Toyota Venza  Red,Lagos State,Kosofe,Local Used,2009, Red,212463
3937500,Toyota Avalon  Silver,Oyo State,Ibadan,Local Used,2006, Silver,136540
5377500,Lexus ES  Black,Abia State,Umuahia,Local Used,2005, Black,94801
2874375,Honda Pilot  Black,Lagos State,Lekki,Local Used,2005, Black,239315
6187500,Volkswagen Tiguan  Gray,Lagos State,Kosofe,Local Used,2012, Gray,245577
6454687,Toyota Camry  Silver,Lagos State,Ojodu,Local Used,2007, Silver,410890
5850000,Toyota Camry Hybrid  Gold,Lagos State,Ojodu,Local Used,2009, Gold,118305
4781250,Honda Accord  Blue,Lagos State,Amuwo-Odofin,Local Used,2009, Blue,179858
1350000,Honda Accord  Red,Oyo State,Ibadan,Local Used,1996, Red,156138
5625000,Toyota Previa  Black,Ogun State,Abeokuta North,Local Used,2003, Black,590089
7875000,Nissan Maxima  White,Oyo State,Ibadan,Local Used,2014, White,143996
3937500,Toyota Sequoia  Black,Oyo State,Ibadan,Local Used,2005, Black,264201
3060000,Honda Accord  Gray,Lagos State,Alimosho,Local Used,2006, Gray,217862
3937500,Nissan Pathfinder  Black,Lagos State,Surulere,Local Used,2005, Black,251951
2587500,Honda Element  Black,Lagos State,Ikeja,Local Used,2005, Black,143168
11655000,Toyota Venza  Red,Lagos State,Kosofe,Local Used,2009, Red,212463
3937500,Toyota Avalon  Silver,Oyo State,Ibadan,Local Used,2006, Silver,136540
5377500,Lexus ES  Black,Abia State,Umuahia,Local Used,2005, Black,94801
2874375,Honda Pilot  Black,Lagos State,Lekki,Local Used,2005, Black,239315
6187500,Volkswagen Tiguan  Gray,Lagos State,Kosofe,Local Used,2012, Gray,245577
6454687,Toyota Camry  Silver,Lagos State,Ojodu,Local Used,2007, Silver,410890
5850000,Toyota Camry Hybrid  Gold,Lagos State,Ojodu,Local Used,2009, Gold,118305
4781250,Honda Accord  Blue,Lagos State,Amuwo-Odofin,Local Used,2009, Blue,179858
1350000,Honda Accord  Red,Oyo State,Ibadan,Local Used,1996, Red,156138
5625000,Toyota Previa  Black,Ogun State,Abeokuta North,Local Used,2003, Black,590089
7875000,Nissan Maxima  White,Oyo State,Ibadan,Local Used,2014, White,143996
3937500,Toyota Sequoia  Black,Oyo State,Ibadan,Local Used,2005, Black,264201
3060000,Honda Accord  Gray,Lagos State,Alimosho,Local Used,2006, Gray,217862
3937500,Nissan Pathfinder  Black,Lagos State,Surulere,Local Used,2005, Black,251951
2587500,Honda Element  Black,Lagos State,Ikeja,Local Used,2005, Black,143168
11655000,Toyota Venza  Red,Lagos State,Kosofe,Local Used,2009, Red,212463
3937500,Toyota Avalon  Silver,Oyo State,Ibadan,Local Used,2006, Silver,136540
5377500,Lexus ES  Black,Abia State,Umuahia,Local Used,2005, Black,94801
2874375,Honda Pilot  Black,Lagos State,Lekki,Local Used,2005, Black,239315
6187500,Volkswagen Tiguan  Gray,Lagos State,Kosofe,Local Used,2012, Gray,245577
6454687,Toyota Camry  Silver,Lagos State,Ojodu,Local Used,2007, Silver,410890
5850000,Toyota Camry Hybrid  Gold,Lagos State,Ojodu,Local Used,2009, Gold,118305
4781250,Honda Accord  Blue,Lagos State,Amuwo-Odofin,Local Used,2009, Blue,179858
1350000,Honda Accord  Red,Oyo State,Ibadan,Local Used,1996, Red,156138
5625000,Toyota Previa  Black,Ogun State,Abeokuta North,Local Used,2003, Black,590089
7875000,Nissan Maxima  White,Oyo State,Ibadan,Local Used,2014, White,143996
3937500,Toyota Sequoia  Black,Oyo State,Ibadan,Local Used,2005, Black,264201
3060000,Honda Accord  Gray,Lagos State,Alimosho,Local Used,2006, Gray,217862
3937500,Nissan Pathfinder  Black,Lagos State,Surulere,Local Used,2005, Black,251951
2587500,Honda Element  Black,Lagos State,Ikeja,Local Used,2005, Black,143168
11655000,Toyota Venza  Red,Lagos State,Kosofe,Local Used,2009, Red,212463
3937500,Toyota Avalon  Silver,Oyo State,Ibadan,Local Used,2006, Silver,136540
5377500,Lexus ES  Black,Abia State,Umuahia,Local Used,2005, Black,94801
2874375,Honda Pilot  Black,Lagos State,Lekki,Local Used,2005, Black,239315
6187500,Volkswagen Tiguan  Gray,Lagos State,Kosofe,Local Used,2012, Gray,245577
6454687,Toyota Camry  Silver,Lagos State,Ojodu,Local Used,2007, Silver,410890
5850000,Toyota Camry Hybrid  Gold,Lagos State,Ojodu,Local Used,2009, Gold,118305
4781250,Honda Accord  Blue,Lagos State,Amuwo-Odofin,Local Used,2009, Blue,179858
1350000,Honda Accord  Red,Oyo State,Ibadan,Local Used,1996, Red,156138
5625000,Toyota Previa  Black,Ogun State,Abeokuta North,Local Used,2003, Black,590089
7875000,Nissan Maxima  White,Oyo State,Ibadan,Local Used,2014, White,143996
3937500,Toyota Sequoia  Black,Oyo State,Ibadan,Local Used,2005, Black,264201
3060000,Honda Accord  Gray,Lagos State,Alimosho,Local Used,2006, Gray,217862
3937500,Nissan Pathfinder  Black,Lagos State,Surulere,Local Used,2005, Black,251951
2587500,Honda Element  Black,Lagos State,Ikeja,Local Used,2005, Black,143168
11655000,Toyota Venza  Red,Lagos State,Kosofe,Local Used,2009, Red,212463
3937500,Toyota Avalon  Silver,Oyo State,Ibadan,Local Used,2006, Silver,136540
5377500,Lexus ES  Black,Abia State,Umuahia,Local Used,2005, Black,94801
2874375,Honda Pilot  Black,Lagos State,Lekki,Local Used,2005, Black,239315
6187500,Volkswagen Tiguan  Gray,Lagos State,Kosofe,Local Used,2012, Gray,245577
6454687,Toyota Camry  Silver,Lagos State,Ojodu,Local Used,2007, Silver,410890
5850000,Toyota Camry Hybrid  Gold,Lagos State,Ojodu,Local Used,2009, Gold,118305
4781250,Honda Accord  Blue,Lagos State,Amuwo-Odofin,Local Used,2009, Blue,179858
1350000,Honda Accord  Red,Oyo State,Ibadan,Local Used,1996, Red,156138
5625000,Toyota Previa  Black,Ogun State,Abeokuta North,Local Used,2003, Black,590089
7875000,Nissan Maxima  White,Oyo State,Ibadan,Local Used,2014, White,143996
3937500,Toyota Sequoia  Black,Oyo State,Ibadan,Local Used,2005, Black,264201
3060000,Honda Accord  Gray,Lagos State,Alimosho,Local Used,2006, Gray,217862
3937500,Nissan Pathfinder  Black,Lagos State,Surulere,Local Used,2005, Black,251951
2587500,Honda Element  Black,Lagos State,Ikeja,Local Used,2005, Black,143168
11655000,Toyota Venza  Red,Lagos State,Kosofe,Local Used,2009, Red,212463
3937500,Toyota Avalon  Silver,Oyo State,Ibadan,Local Used,2006, Silver,136540
5377500,Lexus ES  Black,Abia State,Umuahia,Local Used,2005, Black,94801
2874375,Honda Pilot  Black,Lagos State,Lekki,Local Used,2005, Black,239315
6187500,Volkswagen Tiguan  Gray,Lagos State,Kosofe,Local Used,2012, Gray,245577
6454687,Toyota Camry  Silver,Lagos State,Ojodu,Local Used,2007, Silver,410890
5850000,Toyota Camry Hybrid  Gold,Lagos State,Ojodu,Local Used,2009, Gold,118305
4781250,Honda Accord  Blue,Lagos State,Amuwo-Odofin,Local Used,2009, Blue,179858
1350000,Honda Accord  Red,Oyo State,Ibadan,Local Used,1996, Red,156138
5625000,Toyota Previa  Black,Ogun State,Abeokuta North,Local Used,2003, Black,590089
7875000,Nissan Maxima  White,Oyo State,Ibadan,Local Used,2014, White,143996
3937500,Toyota Sequoia  Black,Oyo State,Ibadan,Local Used,2005, Black,264201
3060000,Honda Accord  Gray,Lagos State,Alimosho,Local Used,2006, Gray,217862
3937500,Nissan Pathfinder  Black,Lagos State,Surulere,Local Used,2005, Black,251951
2587500,Honda Element  Black,Lagos State,Ikeja,Local Used,2005, Black,143168
11655000,Toyota Venza  Red,Lagos State,Kosofe,Local Used,2009, Red,212463
3937500,Toyota Avalon  Silver,Oyo State,Ibadan,Local Used,2006, Silver,136540
5377500,Lexus ES  Black,Abia State,Umuahia,Local Used,2005, Black,94801
2874375,Honda Pilot  Black,Lagos State,Lekki,Local Used,2005, Black,239315
6187500,Volkswagen Tiguan  Gray,Lagos State,Kosofe,Local Used,2012, Gray,245577
6454687,Toyota Camry  Silver,Lagos State,Ojodu,Local Used,2007, Silver,410890
5850000,Toyota Camry Hybrid  Gold,Lagos State,Ojodu,Local Used,2009, Gold,118305
4781250,Honda Accord  Blue,Lagos State,Amuwo-Odofin,Local Used,2009, Blue,179858
1350000,Honda Accord  Red,Oyo State,Ibadan,Local Used,1996, Red,156138
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
6300000,Acura MDX  Silver,Lagos State,Yaba,Local Used,2010, Silver,276077
2625000,Mitsubishi Endeavor  White,Lagos State,Ogba,Local Used,2007, White,151736
4400000,Kia Sorento EX  Gray,Lagos State,Lekki,Local Used,2012, Gray,217328
3224000,Toyota Camry  Green,Lagos State,Ikorodu,Local Used,2002, Green,181535
5250000,Toyota Avanza  Silver,Oyo State,Ibadan,Local Used,2011, Silver,159404
6300000,Mercedes-Benz GL-Class  Black,Lagos State,Lekki,Local Used,2012, Black,120723
5670000,Ford Edge  Black,Lagos State,Ikorodu,Local Used,2014, Black,5801
7350000,GAC GA 2018 Black,Lagos State,Abule Egba,Local Used,3, Black,78213
4725000,Kia Sorento  Silver,Lagos State,Ikeja,Local Used,2012, Silver,420638
8820000,Toyota Camry  Gray,Rivers State,Port-Harcourt,Local Used,2012, Gray,102488
147000000,Porsche Cayman  Black,Lagos State,Lekki,Local Used,2014, Black,14130
6090000,Lexus RX  2004 Gray,Abuja (FCT),Kubwa,Local Used,330, Gray,262435
15750000,Mercedes-Benz E 2016 Gray,Lagos State,Lekki,Foreign Used,350, Gray,132036
3224000,Toyota Camry  Black,Lagos State,Abule Egba,Local Used,2002, Black,417709
3640000,Toyota Avensis  Green,Lagos State,Ogba,Local Used,2006, Green,138237
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
NA,,,NA,,NA,NA,NA
5775000,Toyota Camry  Gray,Lagos State,Abule Egba,Local Used,2007, Gray,329382
4200000,Mercedes-Benz C 2007 Silver,Kaduna State,Kaduna / Kaduna State,Local Used,230, Silver,309181
4830000,Toyota Camry  Gold,Enugu State,Enugu,Local Used,2007, Gold,121262
2677500,Nissan Versa  Red,Ogun State,Abeokuta North,Local Used,2007, Red,NA
3528000,Toyota Camry  Gray,Abuja (FCT),Garki 2,Local Used,2005, Gray,308709
10920000,Mercedes-Benz E 2010 White,Abuja (FCT),Kubwa,Local Used,350, White,222783
4200000,Toyota Sienna LE AWD  Gold,Lagos State,Ikorodu,Local Used,2005, Gold,179852
19425000,Toyota Land Cruiser  Black,Lagos State,Lekki,Local Used,2009, Black,296814
3580000,Ford Focus  Blue,Abuja (FCT),Jabi,Local Used,2007, Blue,24463
4620000,Volkswagen Touareg  Brown,Lagos State,Ojodu,Local Used,2005, Brown,244220
14490000,Toyota Tundra  Silver,Lagos State,Ajah,Local Used,2008, Silver,106820
8925000,Mercedes-Benz GL-Class  Black,Lagos State,Lekki,Local Used,2012, Black,209643
6552000,Mercedes-Benz M Class  Silver,Lagos State,Magodo,Local Used,2005, Silver,331765
26200000,Mercedes-Benz GL-Class  White,Abuja (FCT),Jabi,Local Used,2013, White,88611
33600000,Mercedes-Benz E 2016 Silver,Lagos State,Ogudu,Foreign Used,400, Silver,53956
5775000,Toyota Camry  Gray,Lagos State,Abule Egba,Local Used,2007, Gray,329382
4200000,Mercedes-Benz C 2007 Silver,Kaduna State,Kaduna / Kaduna State,Local Used,230, Silver,309181
4830000,Toyota Camry  Gold,Enugu State,Enugu,Local Used,2007, Gold,121262
2677500,Nissan Versa  Red,Ogun State,Abeokuta North,Local Used,2007, Red,NA
3528000,Toyota Camry  Gray,Abuja (FCT),Garki 2,Local Used,2005, Gray,308709
10920000,Mercedes-Benz E 2010 White,Abuja (FCT),Kubwa,Local Used,350, White,222783
4200000,Toyota Sienna LE AWD  Gold,Lagos State,Ikorodu,Local Used,2005, Gold,179852
19425000,Toyota Land Cruiser  Black,Lagos State,Lekki,Local Used,2009, Black,296814
3580000,Ford Focus  Blue,Abuja (FCT),Jabi,Local Used,2007, Blue,24463
4620000,Volkswagen Touareg  Brown,Lagos State,Ojodu,Local Used,2005, Brown,244220
14490000,Toyota Tundra  Silver,Lagos State,Ajah,Local Used,2008, Silver,106820
